Type,ID,SedRed,Cost,Duck,Site_ID,River,Zone,HYDSB,SEDSB,SEDSB_R,Watershed,subwatersh,budget_rat,gag_loc_LES,zone_LES,TOPOWAT_LES,HYDSB_LES30SB,area_m2,DA_9_SA_m2,LAND_COVER,FrmlndCls,DrainClass,HydrcRatng,Hydri,PondFCls,Slope,SurfText,Tfactor,compname,KfactorRF,KfactorWS,mean_slope,mean_D_m,total_V_m3,mean_V_m3,MUSYM,CropProdIn,NEAR_FID,NEAR_DIST,NEAR_FC,CPI_depth
WCMO,14752,6.949,11075.678999999998,3.418,14752,COB,1,66,941,879,Le Sueur,Upper Cobb,Cobb Upper Cobb,AB,1,MC,27,5604.48877,50440.39893,Cultivated Crops,Prime farmland if drained,Poorly drained,Partially Hydric,0.5,None,1.0,clay loam,5.0,Webster,0.24,0.24,0.9386941999999999,0.43348859999999995,2387.655273,2427.669678,L83A,93,4690,574.4210999,GBER_CONUS_wet_poly,214.53851319999998
WCMO,14753,29.559,14241.502,6.8020000000000005,14753,COB,1,60,1121,983,Blue Earth,Upper Cobb,Cobb Upper Cobb,AB,1,MC,27,22099.01563,198891.1406,Cultivated Crops,Prime farmland if drained,Poorly drained,Partially Hydric,0.5,None,1.333333333,clay loam,5.0,Webster,0.24,0.24,0.1309182,0.5806816,12793.57715,12822.92871,L83A,95,6194,610.8002813999999,GBER_CONUS_wet_poly,163.6008606
WCMO,14754,16.096,7481.937,5.961,14754,MAP,2,53,918,890,Le Sueur,Upper Maple,Map AB UG,AB,2,UM,29,12931.35156,116382.1641,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,1.0,None,0.5,silty clay loam,5.0,Waldorf,0.28,0.28,0.0306586,0.1640009,2085.599609,2119.402344,229,85,8779,375.5978711,GBER_CONUS_wet_poly,518.2897949
WCMO,14755,6.699,5917.221,3.6260000000000003,14755,MAP,2,53,918,890,Le Sueur,Upper Maple,Map AB UG,AB,2,UM,29,4778.893555,43010.04199,Cultivated Crops,Prime farmland if drained,Very poorly drained,All Hydric,1.0,Frequent,0.5,silty clay loam,5.0,Okoboji,0.3,0.3,0.6704378000000001,0.1406318,683.4707031,671.6358032,229,86,8779,464.831925,GBER_CONUS_wet_poly,611.5258179
WCMO,14756,19.96,14896.09,6.7139999999999995,14756,MAP,2,53,918,890,Le Sueur,Upper Maple,Map AB UG,AB,2,UM,29,16284.58691,146561.2822,Cultivated Crops,Prime farmland if drained,Very poorly drained,All Hydric,1.0,Frequent,0.833333333,silty clay loam,5.0,Okoboji,0.3066667,0.3066667,0.298665,0.241731,3778.9807130000004,3933.990479,229,86,8779,1111.5782470000001,GBER_CONUS_wet_poly,355.7673645
WCMO,14757,6.082000000000001,11373.985,3.565,14757,MAP,2,53,968,967,Le Sueur,Upper Maple,Map AB UG,AB,2,UM,29,4569.92627,41129.33643,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,1.0,None,0.75,silty clay loam,5.0,Marna,0.28,0.28,3.1700871,0.1515486,638.3226929,692.1258545,110,86,2347,665.9476323,GBER_CONUS_wet_poly,567.4746704
WCMO,14758,33.691,27044.728,9.293,14758,MAP,2,64,914,819,Le Sueur,Upper Maple,Map AB UG,AB,1,UM,30,31926.82227,287341.4004,Cultivated Crops,All areas are prime farmland,Somewhat poorly drained,Not Hydric,0.0,None,1.0,silty clay loam,5.0,Guckeen,0.28,0.28,0.29743400000000003,0.4621854,14825.05957,14746.61914,229,87,574,524.8502612,NCED easement_GBERB,188.23612980000001
WCMO,14759,7.47,1183.447,4.088,14759,MAP,2,64,914,819,Le Sueur,Upper Maple,Map AB UG,AB,1,UM,30,6165.981445,55493.83301,Cultivated Crops,Prime farmland if drained,Very poorly drained,All Hydric,1.0,Frequent,0.5,silty clay loam,5.0,Barbert,0.28,0.28,0.1274389,0.1593634,981.0413207999999,982.000061,319,86,574,752.3123612,NCED easement_GBERB,539.6470337000001
WCMO,14760,43.483000000000004,12048.693000000001,10.02,14760,MAP,2,53,918,890,Le Sueur,Upper Maple,Map AB UG,AB,2,UM,29,36725.00391,330525.0352,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,1.0,None,0.5,silty clay loam,5.0,Waldorf,0.28,0.28,0.146724,0.4840374,17721.57617,17764.91797,229,85,574,545.2517740000001,NCED easement_GBERB,175.6062775
WCMO,14761,6.906000000000001,12117.146,3.909,14761,MAP,2,64,914,819,Le Sueur,Upper Maple,Map AB UG,AB,1,UM,30,5611.895508,50507.05957,Cultivated Crops,All areas are prime farmland,Somewhat poorly drained,Not Hydric,0.0,None,1.0,silty clay loam,5.0,Guckeen,0.28,0.28,3.3572523999999997,0.2418919,1293.153931,1356.602783,229,90,8779,768.1474592999999,GBER_CONUS_wet_poly,372.0670776
WCMO,14762,7.848,6860.158,4.218,14762,MAP,2,64,914,819,Le Sueur,Upper Maple,Map AB UG,AB,1,UM,30,6536.131836,58825.18652,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,1.0,None,0.5,silty clay loam,5.0,Waldorf,0.28,0.28,5.3576236,0.24479220000000002,1606.081299,1598.967773,229,85,8779,680.1769715,GBER_CONUS_wet_poly,347.2333374
WCMO,14763,33.971,14164.706,9.335,14763,MAP,2,64,914,819,Le Sueur,Upper Maple,Map AB UG,AB,1,UM,30,32202.50195,289822.5176,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,1.0,None,0.666666667,silty clay loam,5.0,Brownton,0.28,0.28,0.14381470000000002,0.43289659999999996,13920.65527,13931.37598,229,82,574,1016.0739199999999,NCED easement_GBERB,189.42167659999998
WCMO,14764,199.145,59981.422,22.895,14764,MAP,2,64,914,819,Le Sueur,Upper Maple,Map AB UG,AB,1,UM,30,193191.0625,1738719.563,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,1.0,None,0.5,silty clay loam,5.0,Waldorf,0.28,0.28,0.3145882,0.207544,39959.89844,40069.83203,229,85,8779,536.8887397999999,GBER_CONUS_wet_poly,409.5517273
WCMO,14765,6.754,11554.571000000002,3.861,14765,MAP,2,64,914,819,Le Sueur,Upper Maple,Map AB UG,AB,1,UM,30,5462.375488000001,49161.379389999995,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,1.0,None,0.5,silty clay loam,5.0,Waldorf,0.28,0.28,0.3142899,0.18838670000000002,991.8560791000001,1028.379517,229,85,8779,174.0151696,GBER_CONUS_wet_poly,451.19952390000003
WCMO,14766,343.565,99119.244,28.511999999999997,14766,MAP,2,53,918,890,Le Sueur,Upper Maple,Map AB UG,AB,2,UM,29,296414.0938,2667726.844,Cultivated Crops,Prime farmland if drained,Very poorly drained,All Hydric,1.0,Frequent,0.5,silty clay loam,5.0,Okoboji,0.3,0.3,0.0469829,0.3564946,105744.1484,105602.4922,229,86,8779,7.225756487999999,GBER_CONUS_wet_poly,241.237854
WCMO,14767,6.433,5872.984,3.5260000000000002,14767,MAP,2,53,918,890,Le Sueur,Upper Maple,Map AB UG,AB,2,UM,29,4548.408203,40935.67383,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,1.0,None,0.5,silty clay loam,5.0,Waldorf,0.28,0.28,0.1178713,0.2610383,1184.069702,1186.5473630000001,229,85,3243,96.38668721,GBER_CONUS_wet_poly,325.62271119999997
WCMO,14768,4.842,5654.941,3.055,14768,MAP,2,53,968,967,Le Sueur,Upper Maple,Map AB UG,AB,2,UM,29,3412.366211,30711.2959,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,1.0,None,1.0,silty clay loam,5.0,Marna,0.28,0.28,0.1147231,0.0699965,255.13734440000002,238.70034790000003,110,87,11305,499.6609985,GBER_CONUS_wet_poly,1242.918823
WCMO,14769,108.479,24031.807,16.502,14769,MAP,2,53,968,967,Le Sueur,Upper Maple,Map AB UG,AB,2,UM,29,99159.25781,892433.3203,Cultivated Crops,All areas are prime farmland,Somewhat poorly drained,Not Hydric,0.0,None,1.0,silty clay loam,5.0,Guckeen,0.28,0.28,0.057726099999999995,0.3644643,36193.49219,36116.85156,230A,90,3243,481.169246,GBER_CONUS_wet_poly,246.9377441
WCMO,14770,4.794,11012.378,3.035,14770,MAP,2,53,968,967,Le Sueur,Upper Maple,Map AB UG,AB,2,UM,29,3367.2089840000003,30304.88086,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,1.0,None,0.75,silty clay loam,5.0,Marna,0.28,0.28,0.0841284,0.1791713,609.5408325,602.9194336,229,86,11305,678.8175347,GBER_CONUS_wet_poly,479.9875488
WCMO,14771,44.633,26715.528,8.946,14771,LES,1,45,989,887,Le Sueur,Upper Le Sueur,LS AB UG,AB,1,UL,26,43547.53906,391927.8516,Cultivated Crops,Prime farmland if drained,Very poorly drained,All Hydric,1.0,Frequent,2.5,clay loam,5.0,Glencoe,0.25,0.25,0.0062056,0.9901049000000001,42986.39063,43083.28906,86,93,6736,540.7400043,GBER_CONUS_wet_poly,93.9294434
WCMO,14772,57.66,20800.029,10.135,14772,LES,1,45,989,887,Le Sueur,Upper Le Sueur,LS AB UG,AB,1,UL,26,56270.16016,506431.4414,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,1.0,None,2.666666667,clay loam,5.0,Webster,0.16,0.16,0.3420212,1.4359963,80490.46875,80741.10938,1055,68,4758,0.0,GBER_CONUS_wet_poly,47.353881799999996
WCMO,14773,3.66,10684.896999999999,2.548,14773,LES,1,45,989,887,Le Sueur,Upper Le Sueur,LS AB UG,AB,1,UL,26,3568.442871,32115.985839999998,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,1.0,None,1.0,clay loam,5.0,Webster,0.12,0.12,2.6999731,0.3557686,1239.141846,1268.555298,113,53,8124,0.0,GBER_CONUS_wet_poly,148.97325130000002
WCMO,14774,18.715999999999998,19607.841,6.081,14774,MAP,1,69,1011,1009,Blue Earth,Upper Maple,Map AB UG,AB,1,MC,28,17127.70703,154149.3633,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,1.0,None,0.833333333,clay loam,5.0,Canisteo,0.2533333,0.2533333,0.6828684,0.41317600000000004,7095.059081999999,7071.558594,86,91,8419,480.5523938999999,GBER_CONUS_wet_poly,220.24511719999998
WCMO,14775,7.3260000000000005,1151.205,3.608,14775,MAP,1,69,1011,1009,Blue Earth,Upper Maple,Map AB UG,AB,1,MC,28,5997.993652,53981.942870000006,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,1.0,None,1.0,silty clay loam,5.0,Marna,0.28,0.28,0.1262878,0.2710436,1624.635376,1624.526001,110,87,8419,417.0151591,GBER_CONUS_wet_poly,320.98156739999996
WCMO,14776,54.849,23799.313,10.515,14776,MAP,1,69,1011,1009,Blue Earth,Upper Maple,Map AB UG,AB,1,MC,28,51293.13281,461638.1953,Cultivated Crops,Prime farmland if drained,Very poorly drained,All Hydric,1.0,Frequent,0.7,clay loam,4.4,Harps,0.212,0.212,0.575769,0.6902675,35336.17578,35379.95313,L13A,87,10390,365.6356603,GBER_CONUS_wet_poly,126.0380936
WCMO,14777,7.817,6243.258000000001,3.7289999999999996,14777,MAP,1,69,1011,1009,Blue Earth,Upper Maple,Map AB UG,AB,1,MC,28,6477.606445,58298.45801,Cultivated Crops,Prime farmland if drained,Poorly drained,Partially Hydric,0.5,None,1.0,clay loam,5.0,Webster,0.24,0.24,0.5556066,0.2541295,1667.3438720000001,1644.93811,L83A,93,1375,750.4610813999999,GBER_CONUS_wet_poly,365.9551086
WCMO,14778,17.123,14189.225,5.8,14778,MAP,1,69,1011,1009,Blue Earth,Upper Maple,Map AB UG,AB,1,MC,28,15571.677730000001,140145.0996,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,1.0,None,0.75,clay loam,5.0,Canisteo,0.26,0.26,0.5639918,0.3552805,5438.98877,5528.244140999999,86,90,10390,290.4794,GBER_CONUS_wet_poly,253.3209991
WCMO,14779,11.892999999999999,7007.686,4.751,14779,MAP,1,69,1011,1009,Blue Earth,Upper Maple,Map AB UG,AB,1,MC,28,10460.41797,94143.76172000001,Cultivated Crops,Prime farmland if drained,Poorly drained,Partially Hydric,0.5,None,1.0,clay loam,5.0,Webster,0.24,0.24,0.2678466,0.35193969999999997,3648.9106450000004,3678.726074,L83A,93,10390,530.0087904000001,GBER_CONUS_wet_poly,264.24981690000004
WCMO,14780,4.4430000000000005,5610.557,2.625,14780,MAP,1,69,1011,1009,Blue Earth,Upper Maple,Map AB UG,AB,1,MC,28,3181.1176760000003,28630.059080000003,Cultivated Crops,Prime farmland if drained,Poorly drained,Partially Hydric,0.5,None,1.0,clay loam,5.0,Webster,0.24,0.24,0.3156472,0.1080469,350.07186889999997,343.4570923,L83A,93,9698,434.35870819999997,GBER_CONUS_wet_poly,860.7375488
WCMO,14781,17.267,20438.39,5.832999999999999,14781,MAP,1,69,1011,1009,Blue Earth,Upper Maple,Map AB UG,AB,1,MC,28,15712.203130000002,141409.8281,Cultivated Crops,Prime farmland if drained,Very poorly drained,All Hydric,1.0,Frequent,0.833333333,clay loam,5.0,Harps,0.2133333,0.2133333,1.7168502,0.39497899999999997,6302.679688,6201.433106,L83A,78,1144,0.0,GBER_CONUS_wet_poly,197.4788666
WCMO,14782,8.122,6153.231,3.565,14782,COB,1,66,884,843,Le Sueur,Upper Cobb,Cobb Upper Cobb,AB,1,MC,27,6008.54834,54076.93506,Cultivated Crops,Prime farmland if drained,Very poorly drained,All Hydric,1.0,Frequent,0.75,clay loam,3.5,Canisteo,0.13,0.13,1e-05,0.6190288,3660.317139,3716.7211909999996,350,82,5929,29.27488713,GBER_CONUS_wet_poly,132.4655609
WCMO,14783,10.175,1497.392,4.0969999999999995,14783,COB,1,60,946,843,Le Sueur,Upper Cobb,Cobb Upper Cobb,AB,1,MC,27,7801.691895,70215.22705,Cultivated Crops,Prime farmland if drained,Poorly drained,Partially Hydric,0.5,None,0.833333333,clay loam,5.0,Webster,0.2533333,0.2533333,1.1770983,0.30680219999999997,2360.843018,2391.821777,86,91,12139,678.1406654,GBER_CONUS_wet_poly,296.60803219999997
WCMO,14784,61.521,22806.316000000003,10.103,14784,COB,1,60,983,946,Le Sueur,Upper Cobb,Cobb Upper Cobb,AB,1,MC,27,47602.08203,428418.7383,Cultivated Crops,Prime farmland if drained,Poorly drained,Partially Hydric,0.5,None,1.0,clay loam,4.5,Webster,0.21,0.21,0.5103833,0.7576670999999999,36454.39453,36040.02734,L13A,90,12139,253.74198969999998,GBER_CONUS_wet_poly,118.78568270000001
WCMO,14785,16.257,18354.089,5.156000000000001,14785,COB,1,60,946,843,Le Sueur,Upper Cobb,Cobb Upper Cobb,AB,1,MC,27,12467.41211,112206.709,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,1.0,None,0.833333333,loam,5.0,Cordova,0.2666667,0.2666667,0.11188499999999998,0.2958146,3618.108643,3685.32544,86,88,11267,410.242449,GBER_CONUS_wet_poly,297.4835815
WCMO,14786,4.953,5764.145,2.9219999999999997,14786,COB,1,60,983,946,Le Sueur,Upper Cobb,Cobb Upper Cobb,AB,1,MC,27,3981.340332,35832.06299,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,1.0,None,1.0,clay loam,5.0,Canisteo,0.24,0.24,0.4816474,0.2050887,797.3848877,815.9275512999999,86,90,12139,650.4166324,GBER_CONUS_wet_poly,438.8345032
WCMO,14787,853.597,302097.462,37.338,14787,COB,1,60,946,843,Le Sueur,Upper Cobb,Cobb Upper Cobb,AB,1,MC,27,654733.125,5892598.125,Cultivated Crops,Prime farmland if drained,Poorly drained,Partially Hydric,0.5,None,1.7903225809999999,clay loam,4.677419355,Webster,0.22258060000000002,0.22258060000000002,0.3396571,1.0944186000000002,716097.8125,716024.125,L85A,90,7454,0.0,GBER_CONUS_wet_poly,82.2354431
WCMO,14788,6.59,11425.045,3.3739999999999997,14788,COB,1,60,983,946,Le Sueur,Upper Cobb,Cobb Upper Cobb,AB,1,MC,27,5297.003906,47673.03516,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,1.0,None,0.75,clay loam,5.0,Canisteo,0.26,0.26,0.0546866,0.3227063,1672.909424,1708.1201170000002,86,90,11267,1052.2606460000002,GBER_CONUS_wet_poly,278.89135739999995
WCMO,14789,327.871,79352.477,23.491,14789,COB,1,60,983,946,Le Sueur,Upper Cobb,Cobb Upper Cobb,AB,1,MC,27,257788.6094,2320097.484,Cultivated Crops,Prime farmland if drained,Poorly drained,Partially Hydric,0.5,None,1.0,clay loam,4.6,Webster,0.21600000000000003,0.21600000000000003,0.85435,0.6736913,173474.8281,173542.0781,86,90,11267,162.84798930000002,GBER_CONUS_wet_poly,133.5923462
WCMO,14790,5.648,6154.069,3.049,14790,MAP,1,68,951,910,Le Sueur,Upper Maple,Map AB UG,AB,1,MC,28,4289.76416,38607.87744,Cultivated Crops,Prime farmland if drained,Very poorly drained,All Hydric,1.0,Frequent,0.75,clay loam,5.0,Harps,0.28,0.28,1e-05,0.4373969,1771.457398,1874.9549559999998,110,86,8419,726.7803982,GBER_CONUS_wet_poly,196.61776730000003
WCMO,14791,48.208,22052.08,9.833,14791,MAP,1,69,1011,1009,Blue Earth,Upper Maple,Map AB UG,AB,1,MC,28,44798.52734,403186.7461,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,1.0,None,0.9,clay loam,5.0,Canisteo,0.248,0.248,0.16425079999999997,0.3591393,16028.74512,16077.09668,86,92,8419,694.228631,GBER_CONUS_wet_poly,256.1680298
WCMO,14792,34.882,10203.035,7.632999999999999,14792,COB,1,60,983,946,Le Sueur,Upper Cobb,Cobb Upper Cobb,AB,1,MC,27,27108.78125,243979.0313,Cultivated Crops,Prime farmland if drained,Poorly drained,Partially Hydric,0.5,None,0.833333333,clay loam,4.0,Webster,0.1666667,0.1666667,0.2184011,0.627758,16779.96875,17005.23438,L83A,88,10390,864.9596487,GBER_CONUS_wet_poly,140.18141169999998
WCMO,14793,19.977999999999998,8080.668000000001,5.819,14793,COB,1,60,947,946,Le Sueur,Upper Cobb,Cobb Upper Cobb,AB,1,MC,27,16050.85449,144457.6904,Cultivated Crops,Prime farmland if drained,Poorly drained,Partially Hydric,0.5,None,1.0,clay loam,5.0,Webster,0.24,0.24,0.7999445,0.4416795,7119.431640999999,7084.07666,L83A,93,453,424.0118862,NCED easement_GBERB,210.55992129999998
WCMO,14794,13.185,7034.295999999999,4.747,14794,COB,1,60,983,946,Le Sueur,Upper Cobb,Cobb Upper Cobb,AB,1,MC,27,10599.061520000001,95391.55371000001,Cultivated Crops,Prime farmland if drained,Poorly drained,Partially Hydric,0.5,None,0.75,clay loam,5.0,Webster,0.26,0.26,0.3673852,0.3529223,3773.445068,3737.880371,L83A,90,1375,566.5679738,GBER_CONUS_wet_poly,255.01364139999998
WCMO,14795,15.055,19690.254,5.386,14795,MAP,1,69,1011,1009,Blue Earth,Upper Maple,Map AB UG,AB,1,MC,28,13550.74219,121956.6797,Cultivated Crops,Prime farmland if drained,Poorly drained,Partially Hydric,0.5,None,0.833333333,clay loam,5.0,Webster,0.2533333,0.2533333,0.008931999999999999,0.4383196,5964.65332,5935.177734000001,L83A,91,1375,782.9817982999999,GBER_CONUS_wet_poly,207.6110535
WCMO,14796,48.246,17086.157,8.869,14796,COB,1,60,983,946,Le Sueur,Upper Cobb,Cobb Upper Cobb,AB,1,MC,27,36920.19531,332281.7578,Cultivated Crops,Prime farmland if drained,Poorly drained,Partially Hydric,0.5,None,0.833333333,clay loam,5.0,Webster,0.2533333,0.2533333,2.2739,0.5849909000000001,21417.68555,21582.02734,L83A,91,1375,437.6658015,GBER_CONUS_wet_poly,155.5579834
WCMO,14797,3.98,5594.2390000000005,2.546,14797,COB,1,60,1121,983,Blue Earth,Upper Cobb,Cobb Upper Cobb,AB,1,MC,27,3096.096436,27864.86792,Cultivated Crops,Prime farmland if drained,Poorly drained,Partially Hydric,0.5,None,0.75,clay loam,5.0,Webster,0.26,0.26,0.1340671,0.160643,507.47134400000004,496.99633789999996,L84A,90,843,662.2229507000001,GBER_CONUS_wet_poly,560.2484131
WCMO,14798,11.863,6836.53,4.468999999999999,14798,COB,1,66,941,879,Le Sueur,Upper Cobb,Cobb Upper Cobb,AB,1,MC,27,9568.663086,86117.96777,Cultivated Crops,Prime farmland if drained,Poorly drained,Partially Hydric,0.5,None,1.0,clay loam,5.0,Webster,0.24,0.24,0.3227933,0.2537014,2363.22876,2425.776123,L83A,93,843,268.824744,GBER_CONUS_wet_poly,366.5726318
WCMO,14799,44.39,11490.733,8.47,14799,COB,1,60,983,946,Le Sueur,Upper Cobb,Cobb Upper Cobb,AB,1,MC,27,33817.92969,304361.3672,Cultivated Crops,Prime farmland if drained,Poorly drained,Partially Hydric,0.5,None,0.75,clay loam,4.25,Webster,0.195,0.195,0.2205381,0.7412689,25037.83984,25049.63672,L83A,88,453,410.62962189999996,NCED easement_GBERB,118.7153473
WCMO,14800,4.953,5739.517,2.85,14800,COB,1,60,1121,983,Blue Earth,Upper Cobb,Cobb Upper Cobb,AB,1,MC,27,3853.019043,34677.171389999996,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,1.0,None,0.75,clay loam,5.0,Canisteo,0.26,0.26,1.2153453,0.15400899999999998,573.8375244,592.9594116000001,86,90,453,140.0316414,NCED easement_GBERB,584.3814087000001
WCMO,14801,5.772,5890.393,3.1460000000000004,14801,COB,1,60,983,946,Le Sueur,Upper Cobb,Cobb Upper Cobb,AB,1,MC,27,4639.115723,41752.0415,Cultivated Crops,Prime farmland if drained,Poorly drained,Partially Hydric,0.5,None,0.75,clay loam,5.0,Webster,0.26,0.26,21.2986202,0.5104167000000001,2232.5625,2366.133789,L83A,90,1375,104.9357804,GBER_CONUS_wet_poly,176.32652280000002
WCMO,14802,4.435,5608.959,2.609,14802,MAP,1,69,1011,1009,Blue Earth,Upper Maple,Map AB UG,AB,1,MC,28,3172.790039,28555.11035,Cultivated Crops,Prime farmland if drained,Poorly drained,Partially Hydric,0.5,None,1.0,clay loam,5.0,Webster,0.24,0.24,0.6866201999999999,0.1319727,470.35055539999996,418.4129028,L83A,93,1375,620.6288216,GBER_CONUS_wet_poly,704.6914062999999
WCMO,14803,11.866,6772.005,4.4030000000000005,14803,COB,1,60,1121,983,Blue Earth,Upper Cobb,Cobb Upper Cobb,AB,1,MC,27,9232.474609,83092.27148,Cultivated Crops,Prime farmland if drained,Poorly drained,Partially Hydric,0.5,None,1.0,clay loam,5.0,Webster,0.24,0.24,0.1436358,0.5220364000000001,4778.199707,4816.103515999999,L83A,93,453,778.2732057999999,NCED easement_GBERB,178.1484833
WCMO,14804,5.08,5758.4,2.8819999999999997,14804,COB,1,60,1121,983,Blue Earth,Upper Cobb,Cobb Upper Cobb,AB,1,MC,27,3951.403565,35562.63208,Cultivated Crops,Prime farmland if drained,Poorly drained,Partially Hydric,0.5,None,1.0,clay loam,5.0,Webster,0.24,0.24,0.06647660000000001,0.2888983,1146.637207,1140.705078,L83A,93,453,792.6189122999999,NCED easement_GBERB,321.9125977
WCMO,14805,8.219,6227.293000000001,3.6689999999999996,14805,COB,1,60,1121,983,Blue Earth,Upper Cobb,Cobb Upper Cobb,AB,1,MC,27,6394.426758,57549.840820000005,Cultivated Crops,Prime farmland if drained,Poorly drained,Partially Hydric,0.5,None,1.0,clay loam,5.0,Webster,0.24,0.24,0.14291320000000002,0.325489,2082.8041989999997,2079.768311,L83A,93,6194,735.8515557,GBER_CONUS_wet_poly,285.723938
WCMO,14806,6.091,5947.7390000000005,3.255,14806,COB,1,60,1013,983,Blue Earth,Upper Cobb,Cobb Upper Cobb,AB,1,MC,27,4937.897949,44441.08154,Cultivated Crops,Prime farmland if drained,Very poorly drained,All Hydric,1.0,Frequent,0.666666667,clay loam,4.0,Harps,0.18,0.18,0.5337481,0.29009050000000003,1480.331909,1431.379639,L84A,83,1375,717.961937,GBER_CONUS_wet_poly,286.11758419999995
WCMO,14807,18.277,12729.77,5.477,14807,COB,1,60,1121,983,Blue Earth,Upper Cobb,Cobb Upper Cobb,AB,1,MC,27,14222.6123,128003.5107,Cultivated Crops,Prime farmland if drained,Poorly drained,Partially Hydric,0.5,None,1.0,clay loam,5.0,Webster,0.24,0.24,1.5613395,0.4023785,5671.123047,5718.622559,L83A,93,605,602.5053098,NCED easement_GBERB,231.1256561
WCMO,14808,7.452999999999999,1079.528,3.9730000000000003,14808,MAP,2,53,967,911,Le Sueur,Upper Maple,Map AB UG,AB,2,UM,29,5624.542969,50620.88672,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,1.0,None,0.75,silty clay loam,5.0,Madelia,0.3,0.3,0.5199699000000001,0.20279779999999997,1199.143311,1139.9298099999999,136,90,691,141.3454465,NCED easement_GBERB,443.79187010000004
WCMO,14809,24.295,14075.594,7.79,14809,MAP,2,71,923,922,Le Sueur,Upper Maple,Map AB UG,AB,2,UM,29,21234.60352,191111.4316,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,1.0,None,1.0,silty clay loam,5.0,Marna,0.28,0.28,0.08431160000000001,0.5794357,12062.11328,12296.47363,110,87,1043,497.037432,GBER_CONUS_wet_poly,150.1460876
WCMO,14810,66.411,34005.328,12.824000000000002,14810,MAP,2,53,967,911,Le Sueur,Upper Maple,Map AB UG,AB,2,UM,29,58637.66406,527738.9766,Cultivated Crops,Prime farmland if protected from flooding or not frequently flooded during the growing season,Poorly drained,All Hydric,1.0,None,3.333333333,silty clay loam,5.0,Coland,0.2933333,0.2933333,2.3177726,0.6633469,38417.73438,38872.70313,921C2,86,691,78.6747553,NCED easement_GBERB,129.6455994
WCMO,14811,78.602,13157.069,13.909,14811,MAP,2,53,967,911,Le Sueur,Upper Maple,Map AB UG,AB,2,UM,29,68550.78125,616957.0313,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,1.0,None,0.75,silty clay loam,5.0,Brownton,0.3,0.3,0.6077684,0.3600948,24792.52734,24669.31445,84,84,488,362.5320713,NCED easement_GBERB,233.27191159999998
WCMO,14812,4.908,26818.657000000003,2.813,14812,MAP,1,69,1011,1009,Blue Earth,Upper Maple,Map AB UG,AB,1,MC,28,3634.997315,32714.97583,"Developed, Open Space",Prime farmland if drained,Very poorly drained,All Hydric,1.0,Frequent,1.375,clay loam,5.0,Harps,0.25,0.25,0.8046303000000001,0.5895826999999999,2101.2729489999997,2141.559815,L83A,94,4289,0.0,GBER_CONUS_wet_poly,159.4347839
WCMO,14813,5.6370000000000005,5837.816,3.0039999999999996,14813,COB,1,66,915,879,Le Sueur,Upper Cobb,Cobb Upper Cobb,AB,1,UL,27,4365.176758,39286.59082,Cultivated Crops,Prime farmland if drained,Poorly drained,Partially Hydric,0.5,None,1.0,clay loam,5.0,Webster,0.24,0.24,1e-05,0.4176317,1826.720825,1821.675781,L83A,93,843,423.7869673,GBER_CONUS_wet_poly,222.6842651
WCMO,14814,25.509,8619.768,6.229,14814,COB,1,66,915,879,Le Sueur,Upper Cobb,Cobb Upper Cobb,AB,1,UL,27,18859.66797,169737.0117,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,1.0,None,1.0,clay loam,5.0,Canisteo,0.26,0.26,0.1499324,0.674762,12352.19336,12716.26367,114,90,1416,0.0,GBER_CONUS_wet_poly,133.3803711
WCMO,14815,21.096999999999998,8137.0,5.805,14815,COB,1,66,915,879,Le Sueur,Upper Cobb,Cobb Upper Cobb,AB,1,UL,27,16344.355469999999,147099.1992,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,1.0,None,1.0,clay loam,5.0,Canisteo,0.26,0.26,0.6590199000000001,0.31443000000000004,5119.234863000001,5135.312988000001,114,90,1416,72.22495426,GBER_CONUS_wet_poly,286.2322388
