Site_ID,SedRed,Cost,Duck,HYDSB,SEDSB,SEDSB_R,area_m2,DA_9_SA_m2,LAND_COVER,FrmlndCls,DrainClass,HydrcRatng,SurfText,PondFCls,NEAR_FC,Hydri,Slope,Tfactor,KfactorRF,KfactorWS,mean_slope,mean_D_m,total_V_m3,mean_V_m3,CropProdIn,NEAR_FID,NEAR_DIST,CPI_depth
16050,5.455,5737.223,3.407,71,1032,961,3841.06958,34569.62622,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,silty clay loam,None,GBER_CONUS_wet_poly,1,0.5,5,0.3,0.3,1.5896629,0.1007159,399.741333,386.625885,86,11519,1524.441945,853.887207
16051,36.423,11091.879,9.781,71,1032,961,31739.82422,285658.418,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,silty clay loam,None,GBER_CONUS_wet_poly,1,1.5,5,0.26,0.26,0.3568703,0.4734784,14842.12695,15019.14355,94,11519,1053.258947,198.5307007
16052,10.905,6678.956,5.144,71,1032,961,8747.670898,78729.03809,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,silty clay loam,None,GBER_CONUS_wet_poly,1,0.5,5,0.3,0.3,0.4567145,0.1466341,1270.877319,1281.942139,86,11519,1619.640886,586.4940186
16053,5.006,5683.567,3.277,71,1061,961,3561.513916,32053.62524,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,silty clay loam,None,GBER_CONUS_wet_poly,1,1,5,0.28,0.28,1.1157273,0.4644613,1617.71875,1653.194824,87,1175,1183.701099,187.3137817
16054,7.243,11698.319,4.124,71,1061,961,5648.676758,50838.09082,Cultivated Crops,All areas are prime farmland,Somewhat poorly drained,Not Hydric,silty clay loam,None,GBER_CONUS_wet_poly,0,1.5,5,0.28,0.28,0.1900598,0.408453,2249.759277,2305.833252,95,1175,839.0204861,232.5848846
16055,4.567,5583.794,3.052,71,1032,961,3041.673828,27375.06445,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,silty clay loam,None,GBER_CONUS_wet_poly,1,0.75,5,0.26,0.26,0.7160115,0.1578576,498.6720581,479.8677673,89,2833,1425.311146,563.7993774
16056,606.421,114346.462,40.674,71,1032,961,543664.5,4892980.5,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,silty clay loam,None,NCED easement_GBERB,1,1.676470588,5,0.28,0.28,0.2344908,0.757161,409930.0313,411397.9063,88,433,1480.94835,116.2236252
16057,5.742,11232.604,3.517,71,1032,961,4099.687988,36897.19189,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,silty clay loam,None,NCED easement_GBERB,1,1.25,5,0.26,0.26,0.2787222,0.2148086,869.9747925,880.1201172,92,433,940.4545078,428.288269
16058,17.812,21127.651,6.717,71,1032,961,14967.97559,134711.7803,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,silty clay loam,None,GBER_CONUS_wet_poly,1,1,5,0.28,0.28,0.2019156,0.2228276,3321.022217,3333.275879,89,1175,869.8397185,399.4119873
16059,36.204,6053.937,7.573,71,1032,961,31542.14063,283879.2656,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,silty clay loam,None,GBER_CONUS_wet_poly,1,1,5,0.2666667,0.2666667,0.1378328,0.4305601,13531.64453,13572.76953,87,2833,1190.672489,202.0623627
16060,24.609,9048.144,7.988,71,1032,961,21091.58398,189824.2559,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,silty clay loam,None,NCED easement_GBERB,1,0.75,5,0.28,0.28,0.4406465,0.2732052,5775.831543,5758.887695,86,433,1022.989154,314.7816772
16061,20.034,8256.979,7.205,71,1032,961,16969.4668,152725.2012,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,silty clay loam,None,NCED easement_GBERB,1,1,5,0.28,0.28,0.1561972,0.2349941,3997.248779,3985.377441,87,575,2245.105391,370.2221375
16062,14.804,7352.975,6.119,71,1032,961,12259.43555,110334.9199,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,silty clay loam,None,NCED easement_GBERB,1,0.75,5,0.28,0.28,0.539487,0.264615,3150.770264,3242.117676,86,575,2166.525517,325.0005188
16065,10.474,6604.464,4.818,71,1032,961,8359.553711,75235.9834,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,silty clay loam,None,NCED easement_GBERB,1,1,5,0.28,0.28,0.3516373,0.1385318,1166.991699,1157.383179,87,575,1687.590773,628.0147705
16067,8.899,6332.296,4.618,71,1032,961,6941.508789,62473.5791,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,silty clay loam,None,NCED easement_GBERB,1,0.833333333,5,0.28,0.28,0.2155644,0.3789947,2670.775635,2629.248047,84,575,1479.305603,221.6389771
16068,24.253,8986.608,7.981,71,1032,961,20770.9707,186938.7363,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,silty clay loam,None,NCED easement_GBERB,1,0.75,5,0.28,0.28,0.2725537,0.2500428,5225.395508,5190.574219,86,575,1531.080776,343.9410706
16070,111.538,23908.792,12.302,71,1032,961,98518.32813,886664.9531,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,silty clay loam,None,NCED easement_GBERB,1,0.6875,5,0.295,0.295,0.1607913,0.5677874,55694.83594,55904.58203,85,575,992.1300131,149.7039185
16395,53.821,14400.163,11.551,53,1049,1048,48976.59766,440789.3789,Cultivated Crops,Farmland of statewide importance,Very poorly drained,All Hydric,sp,Frequent,GBER_CONUS_wet_poly,1,2.2,4.4,0.228,0.228,0.080782,1.1005455,54556.24219,53865.88281,89,1587,1586.806404,80.868988
16418,7.214,6075.768,3.925,53,1049,1048,5604.952148,50444.56934,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,silty clay loam,None,GBER_CONUS_wet_poly,1,0.5,5,0.28,0.28,0.1453518,0.3049496,1654.961304,1708.12085,85,1587,882.2591297,278.7345886
16419,94.369,21437.949,15.299,53,1049,1048,85644.77344,770802.9609,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,silty clay loam,None,GBER_CONUS_wet_poly,1,1.4375,4.25,0.21,0.21,0.1759752,0.9546617,81503.28906,81708.67188,87,1587,1239.425489,91.1317596
16421,22.025,3747.451,7.361,53,1050,1048,19524.91602,175724.2441,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,silty clay loam,None,GBER_CONUS_wet_poly,1,0.75,3.5,0.15,0.15,0.8484126,0.3203276,6253.116211,6250.337402,80,1587,197.3791227,249.7442932
16422,178.822,36562.64,21.294,53,1050,1048,164447.2344,1480025.109,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,silty clay loam,None,GBER_CONUS_wet_poly,1,3.444444444,4.666666667,0.2466667,0.2466667,0.089612,0.9114829,149653.6406,149793.7656,86,1587,166.1285561,94.351738
16423,19.987,3380.959,6.992,53,1050,1048,17615.42383,158538.8145,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,silty clay loam,None,GBER_CONUS_wet_poly,1,0.75,5,0.3,0.3,0.3435869,0.4756599,8476.258789,8373.545898,84,1587,215.6065644,176.596756
16424,13.208,7161.73,5.584,53,1050,1048,11263.01367,101367.123,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,silty clay loam,None,GBER_CONUS_wet_poly,1,0.75,5,0.3,0.3,0.0488753,0.3804965,4253.189941,4282.768555,86,1587,281.2021421,226.0204926
16433,4.673,5594.257,2.94,53,1048,967,3096.190186,27865.71167,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,silty clay loam,None,GBER_CONUS_wet_poly,1,0.5,5,0.28,0.28,1.00E-05,0.0816176,257.8299561,252.5420685,85,7828,794.8421178,1041.442261
16434,18.662,7980.743,6.592,53,1048,967,15530.22559,139772.0303,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,silty clay loam,None,GBER_CONUS_wet_poly,1,0.5,5,0.28,0.28,0.124435,0.4640635,7292.293945,7202.410645,85,7828,966.699041,183.1645966
16435,136.918,27827.014,18.166,53,1048,967,118932.9922,1070396.93,Herbaceuous,Prime farmland if drained,Poorly drained,All Hydric,silty clay loam,None,GBER_CONUS_wet_poly,1,0.833333333,5,0.2933333,0.2933333,0.5736247,0.4457043,52889.50391,52974.89063,85,7828,432.8593047,190.7093811
16436,14.517,7356.419,5.877,73,1085,1065,12277.37988,110496.4189,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,silty clay loam,None,GBER_CONUS_wet_poly,1,1,5,0.28,0.28,0.2865747,0.173675,2110.151123,2130.912598,94,5054,1554.198771,541.2408447
16441,17.77,12669.136,6.508,73,1065,922,14802.12988,133219.1689,Cultivated Crops,Prime farmland if drained,Very poorly drained,All Hydric,silty clay loam,Frequent,NCED easement_GBERB,1,1,5,0.3,0.3,1.00E-05,0.8709691,13051.47168,12884.16406,93,504,85.57438829,106.7776184
16442,5.438,727.928,3.275,73,1065,922,3792.63794,34133.74146,Cultivated Crops,All areas are prime farmland,Moderately well drained,Not Hydric,clay loam,None,NCED easement_GBERB,0,1.5,5,0.26,0.26,0.076979,0.4298986,1636.624023,1629.420166,93,530,357.9537581,216.3300781
16443,7.396,1063.358,3.979,73,1065,922,5540.291992,49862.62793,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,silty clay loam,None,NCED easement_GBERB,1,1,5,0.28,0.28,0.1002229,0.3263269,1744.543823,1806.811279,94,530,484.3277159,288.0546875
16444,5.537,5770.685,3.407,73,1103,1065,4015.412842,36138.71558,Cultivated Crops,All areas are prime farmland,Well drained,Not Hydric,silt loam,None,GBER_CONUS_wet_poly,0,2.5,5,0.3,0.3,0.1268482,0.6330416,2666.371338,2540.343018,100,5368,49.14654918,157.9674988
16445,8.037,1173.19,4.18,73,1065,922,6112.540039,55012.86035,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,silty clay loam,None,NCED easement_GBERB,1,1,5,0.28,0.28,0.1097808,0.2889182,1755.178223,1764.914917,94,530,606.3800091,325.3515625
16446,17.99,14415.125,6.693,73,1103,1065,15513.65332,139622.8799,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,silt loam,None,GBER_CONUS_wet_poly,1,0.75,5,0.3,0.3,2.0461764,0.2821951,4320.124023,4375.138672,88,13337,565.0443783,311.8410339
16447,21.557,8609.953,7.397,73,1103,1065,18808.52734,169276.7461,Cultivated Crops,All areas are prime farmland,Well drained,Not Hydric,silt loam,None,GBER_CONUS_wet_poly,0,2,5,0.2933333,0.2933333,0.6552184,0.9113901,17643.59961,17131.24609,98,13337,291.7538307,107.5280533
16448,41.763,24740.42,10.382,73,1103,1065,37476.69531,337290.2578,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,silt loam,None,GBER_CONUS_wet_poly,1,0.75,5,0.28,0.28,2.8549397,0.3846609,14301.30762,14406.77246,88,5054,960.1461876,228.772934
16449,592.169,564348.154,38.725,73,1065,922,526821.5,4741393.5,Cultivated Crops,Prime farmland if protected from flooding or not frequently flooded during the growing season,Poorly drained,All Hydric,silty clay loam,None,NCED easement_GBERB,1,4.475609756,5,0.2858537,0.2858537,0.4160936,2.5529907,1342081.75,1344124.875,92,530,0,36.0361671
16450,6.471,904.825,3.647,73,1065,922,4714.308106,42428.77295,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,silty clay loam,None,NCED easement_GBERB,1,1,5,0.28,0.28,0.3508291,0.3723705,1719.234497,1754.357666,87,530,487.2584936,233.6382904
16451,213.986,111897.809,22.891,53,1048,967,187021.5781,1683194.203,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,silty clay loam,None,GBER_CONUS_wet_poly,1,1.785714286,5,0.28,0.28,0.2306859,0.6988707,129633.5234,130620.9141,91,6291,241.9056309,130.2100677
16452,5.253,5693.309,3.178,53,1048,967,3612.267822,32510.4104,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,silty clay loam,None,GBER_CONUS_wet_poly,1,0.5,5,0.28,0.28,0.2925904,0.1159675,403.9147339,418.6383362,85,7828,1046.968078,732.9641113
16453,5.462,732.07,3.287,73,1065,922,3814.219971,34327.97974,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,silty clay loam,None,NCED easement_GBERB,1,2.25,5,0.26,0.26,0.1948859,0.2103782,698.6661377,801.9219971,90,530,160.7441098,427.8009033
16454,81.872,26282.2,14.124,53,1048,967,70785.42969,637068.8672,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,silty clay loam,None,NCED easement_GBERB,1,0.75,5,0.3,0.3,0.0870373,0.6892334,48737.76172,48756.64844,84,530,1216.80256,121.8745346
16455,27.743,12355.617,8.324,73,1085,1065,24465.06836,220185.6152,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,silty clay loam,None,GBER_CONUS_wet_poly,1,0.666666667,5,0.2933333,0.2933333,0.1125499,0.4088896,10035.37793,9997.162109,84,5054,670.5839177,205.4344177
16456,47.503,17832.732,10.969,73,1085,1065,42682.16797,384139.5117,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,silty clay loam,None,GBER_CONUS_wet_poly,1,0.666666667,5,0.2933333,0.2933333,0.13833,0.4159372,17822.49414,17741.79102,84,5054,1192.664902,201.9535675
16457,4.722,10978.718,3.029,73,1085,1065,3255.255127,29297.29614,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,silty clay loam,None,GBER_CONUS_wet_poly,1,0.5,5,0.28,0.28,0.9331971,0.4179266,1286.378052,1359.59021,85,5054,1354.377153,203.3849945
16458,1347.437,1270662.553,58.82,73,1065,922,1214686.375,10932177.38,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,silt loam,None,NCED easement_GBERB,1,2.217948718,5,0.2882051,0.2882051,0.1269623,1.3448591,1630082.25,1632550.25,91,530,43.75533844,67.6650772
16460,6.461,16427.306,3.79,71,1032,961,4747.274902,42725.47412,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,silty clay loam,None,NCED easement_GBERB,1,0.75,5,0.28,0.28,0.9124762,0.1513607,735.612915,718.1219482,88,433,805.0577253,581.3927612
16461,5.818,799.943,3.564,71,1032,961,4167.849609,37510.64648,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,clay loam,None,GBER_CONUS_wet_poly,1,1,5,0.24,0.24,0.1362101,0.23841,1042.80542,993.0668945,93,2833,1444.041058,390.0842896
16463,50.596,22671.075,11.631,71,1032,961,44523.01172,400707.1055,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,silty clay loam,None,NCED easement_GBERB,1,0.75,5,0.28,0.28,0.0343195,0.4805407,21213.4668,21382.38477,83,433,1138.972573,172.7221222
16464,5.048,5666.975,3.247,71,1032,961,3475.065186,31275.58667,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,silty clay loam,None,NCED easement_GBERB,1,0.5,5,0.28,0.28,0.3016319,0.1360084,473.7171021,472.3557434,85,433,801.8526118,624.9616089
16465,53.788,24252.087,11.974,71,1032,961,47403,426627,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,silty clay loam,None,NCED easement_GBERB,1,0.666666667,5,0.2933333,0.2933333,0.3302946,0.4609892,21806.63281,21839.17383,87,433,329.6140767,188.7246094
16466,30.221,17861.835,8.883,71,1032,961,26148.77148,235338.9434,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,silty clay loam,None,NCED easement_GBERB,1,0.666666667,5,0.2933333,0.2933333,0.1104752,0.4759742,12452.91113,12438.66113,87,433,265.9700598,182.78302
16471,13.533,7133.219,5.792,71,1032,961,11114.46582,100030.1924,Cultivated Crops,All areas are prime farmland,Moderately well drained,Not Hydric,silt loam,None,NCED easement_GBERB,0,1.25,5,0.28,0.28,0.1607999,0.6192882,6771.916504,6878.913086,97,433,5.277040734,156.6314392
16472,9.692,6469.402,4.817,71,1032,961,7655.858398,68902.72559,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,silt loam,None,NCED easement_GBERB,1,1,5,0.28,0.28,0.6363576,0.1976787,1505.12561,1512.49292,91,433,188.1465589,460.3429565
16475,9.032,6355.296,4.617,71,1032,961,7061.344238,63552.09814,Cultivated Crops,All areas are prime farmland,Moderately well drained,Not Hydric,silt loam,None,NCED easement_GBERB,0,1.25,5,0.28,0.28,0.0894407,0.2216735,1580.088501,1564.369019,96,433,163.0131695,433.069397
16476,20.812,8391.591,7.316,71,1032,961,17670.82031,159037.3828,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,silt loam,None,NCED easement_GBERB,1,0.666666667,4,0.2066667,0.2066667,0.4291413,0.3530968,6177.78125,6235.766602,86,433,0,243.5592804
16480,20.602,8355.199,7.289,71,1032,961,17481.21289,157330.916,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,silty clay loam,None,NCED easement_GBERB,1,1,5,0.2933333,0.2933333,0.3869727,0.3573755,6194.74707,6243.612793,95,433,277.503621,265.8268127
16482,16.503,7646.526,3.291,71,1032,961,13788.8916,124100.0244,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,silty clay loam,None,NCED easement_GBERB,1,1,5,0.28,0.28,0.2468619,0.4649118,6401.834961,6406.783691,92,433,500.5206395,197.8870087
16483,8.728,6302.719,4.535,71,1032,961,6787.409668,61086.68701,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,silt loam,None,NCED easement_GBERB,1,0.666666667,4,0.2066667,0.2066667,0.3945389,0.4232491,2914.069824,2871.036377,86,433,0,203.190033
17122,31.459,16413.359,8.829,73,1144,1085,27879.33984,250914.0586,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,clay loam,None,GBER_CONUS_wet_poly,1,0.833333333,5,0.2666667,0.2666667,0.1424433,0.7869445,21863.67773,21925.34766,91,13605,1501.654891,115.6371231
17123,11.538,12712.041,5.17,73,1144,1085,9529.439453,85764.95508,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,clay loam,None,GBER_CONUS_wet_poly,1,1,5,0.24,0.24,0.1529297,0.2527651,2395.454834,2407.164795,91,13605,1279.329095,360.0180664
17124,5.166,6381.937,3.21,73,1144,1085,3663.084717,32967.76245,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,clay loam,None,GBER_CONUS_wet_poly,1,1,5,0.24,0.24,0.7896496,0.1199355,446.8795166,439.0524902,91,13605,1120.812949,758.741333
17125,29.019,12294.495,8.468,73,1144,1085,25631.04492,230679.4043,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,clay loam,None,GBER_CONUS_wet_poly,1,0.75,3.5,0.13,0.13,0.8241065,0.3471323,8913.316406,8891.640625,86,1587,1349.019745,247.7441559
17126,133.825,73419.417,18.41,73,1085,1065,120207.8594,1081870.734,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,clay loam,None,GBER_CONUS_wet_poly,1,0.9,5,0.28,0.28,0.5059668,0.7510865,90466.11719,90228.83594,89,13605,1004.631477,118.4950104
17127,7.24,7102.023,3.957,73,1144,1085,5571.80957,50146.28613,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,clay loam,None,GBER_CONUS_wet_poly,1,1,5,0.24,0.24,0.0940633,0.1820658,1017.565674,1013.784851,91,13605,938.5373844,499.8193359
17128,11.103,8444.022,5.07,73,1144,1085,9129.02832,82161.25488,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,clay loam,None,GBER_CONUS_wet_poly,1,1,5,0.24,0.24,0.1644942,0.3554854,3311.346436,3243.155029,91,13605,722.7079719,255.9880219
17129,8.128,6819.145,4.248,73,1085,1065,6392.022461,57528.20215,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,clay loam,None,GBER_CONUS_wet_poly,1,1,5,0.24,0.24,1.7759258,0.1351043,897.362915,863.0393677,91,5054,1283.776643,673.5535278
17130,274.225,187302.753,26.702,73,1085,1065,249216.3125,2242946.813,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,silt loam,None,GBER_CONUS_wet_poly,1,1.954545455,5,0.2618182,0.2618182,0.3154513,0.69967,174156.9375,174259.2344,94,5054,167.3924182,134.3490601
17131,4.578,10941.988,2.997,73,1106,1079,3133.088379,28197.79541,Herbaceuous,Prime farmland if drained,Poorly drained,All Hydric,clay loam,None,GBER_CONUS_wet_poly,1,0.75,5,0.26,0.26,4.7506223,0.2330337,698.4019165,729.6546021,89,5054,504.07949,381.9190674
17132,14.001,13358.904,5.793,73,1085,1065,11802.35547,106221.1992,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,silty clay loam,None,GBER_CONUS_wet_poly,1,1.333333333,5,0.2533333,0.2533333,0.1333693,0.5037171,5956.958496,5941.272949,93,5054,892.7712433,184.6274567
17133,5.482,6492.22,3.348,73,1085,1065,3955.410156,35598.69141,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,clay loam,None,GBER_CONUS_wet_poly,1,1,5,0.24,0.24,1.0340317,0.069803,254.4317627,275.9235535,91,13605,1080.960167,1303.6698
17151,56.135,29446.954,12.163,73,1103,1065,50763.00781,456867.0703,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,silty clay loam,None,GBER_CONUS_wet_poly,1,2.428571429,4.857142857,0.2742857,0.2742857,0.1119691,0.8601654,43685.21875,43637.42188,90,13690,104.3497934,104.6310425
17152,20.517,15170.086,7.259,73,1087,1079,18166.39844,163497.5859,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,silt loam,None,GBER_CONUS_wet_poly,1,1.5,5,0.3,0.3,0.1235965,0.5065042,9190.013672,9195.609375,92,13690,363.1534829,181.6371765
17153,6.026,11271.268,3.608,73,1103,1065,4466.920898,40202.28809,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,silt loam,None,GBER_CONUS_wet_poly,1,1,5,0.28,0.28,0.7588137,0.4654478,2111.27124,2077.823731,92,13690,126.6402049,197.6591034
17154,5.333,11108.736,3.363,73,1087,1079,3895.823486,35062.41138,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,silt loam,None,GBER_CONUS_wet_poly,1,0.75,5,0.3,0.3,0.8385913,0.1815164,735.1414795,706.7141113,88,13690,512.2908361,484.8046875
17155,6.874,11520.741,3.927,73,1087,1079,5343.506836,48091.56152,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,silt loam,None,GBER_CONUS_wet_poly,1,1,5,0.28,0.28,0.2190461,0.2296206,1227.55188,1226.208862,92,2636,701.3008923,400.6608582
17186,12.801,8257.071,5.676,71,1061,961,10833.14551,97498.30957,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,silty clay loam,None,GBER_CONUS_wet_poly,1,0.5,5,0.28,0.28,0.178496,0.3973734,4280.903809,4302.192383,86,10726,306.4857517,216.4211121
17187,5.24,5712.553,3.318,71,1035,1019,3712.53125,33412.78125,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,silty clay loam,None,GBER_CONUS_wet_poly,1,0.5,5,0.28,0.28,0.7338633,0.1884052,701.9978638,699.034729,85,10726,611.4901133,451.1552124
17188,5.346,731.224,3.364,71,1035,1019,3809.812256,34288.3103,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,silty clay loam,None,NCED easement_GBERB,1,1,5,0.28,0.28,0.3565611,0.2768654,1098.878906,1054.161865,94,647,221.2217303,339.5151367
17189,5.503,11188.662,3.438,71,1035,1019,3953.537109,35581.83398,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,silty clay loam,None,NCED easement_GBERB,1,0.5,5,0.28,0.28,0.3389493,0.1185116,470.3727112,468.2554321,85,677,210.5049484,717.229126
17190,218.518,48592.724,24.371,71,1019,960,201075.2813,1809677.531,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,loam,None,NCED easement_GBERB,1,2.153846154,5,0.2953846,0.2953846,0.9087602,1.7666904,355178.9688,355021.2188,94,507,119.3421198,53.2068329
17191,11.394,11794.951,5.286,71,1035,1019,9352.03125,84168.28125,Cultivated Crops,All areas are prime farmland,Moderately well drained,Not Hydric,silt loam,None,NCED easement_GBERB,0,1,5,0.28,0.28,0.254757,0.2546659,2351.584961,2380.195801,92,677,348.0847531,361.2576294
17192,38.799,6617.381,10.136,71,1035,1019,34477.78516,310300.0664,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,silty clay loam,None,NCED easement_GBERB,1,0.833333333,4,0.1933333,0.1933333,0.1141482,0.3844928,13111.58984,13248.37793,88,697,397.8458043,228.8729248
17193,11.195,1791.647,5.299,71,1061,961,9334.814453,84013.33008,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,loam,None,GBER_CONUS_wet_poly,1,2,5,0.24,0.24,0.8918194,0.4514482,4205.240234,4211.634766,94,8192,157.1030112,208.2187958
17194,125.098,41998.275,18.515,71,1061,961,114615.1094,1031535.984,Cultivated Crops,Not prime farmland,Well drained,Not Hydric,loam,None,GBER_CONUS_wet_poly,0,6.703703704,4.555555556,0.2296296,0.2296296,0.9920017,2.4674985,280014.2188,282641.5625,72,384,0,29.179348
17195,39.354,19957.258,10.213,71,1035,1019,34987.33203,314885.9883,"Developed, Open Space",Prime farmland if drained,Poorly drained,All Hydric,loam,None,NCED easement_GBERB,1,2.166666667,5,0.28,0.28,1.5403214,0.6977865,24756.06836,24398.77539,95,697,222.0284627,136.1447906
17196,5.313,738.688,3.409,71,1061,961,3848.702637,34638.32373,Cultivated Crops,Prime farmland if drained,Very poorly drained,All Hydric,silty clay loam,Frequent,GBER_CONUS_wet_poly,1,0.5,5,0.32,0.32,0.2262278,0.2357575,878.432373,906.8118896,86,6287,421.0111513,364.7816467
17197,7.457,1122.395,4.198,71,1061,961,5847.887207,52630.98486,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,loam,None,GBER_CONUS_wet_poly,1,1.25,5,0.28,0.28,0.3852001,0.379364,2181.722412,2217.134766,90,6287,162.7552066,237.2391663
17198,7.347,1102.826,4.156,71,1061,961,5745.928223,51713.354,Cultivated Crops,Not prime farmland,Well drained,Not Hydric,loam,None,GBER_CONUS_wet_poly,0,5.7,4.4,0.204,0.204,2.6257446,1.5523323,9178.94043,8914.180664,65,6287,0,41.8724785
17199,5.506,759.438,3.443,71,1035,1019,3956.814941,35611.33447,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,clay loam,None,GBER_CONUS_wet_poly,1,1,5,0.24,0.24,0.0957387,0.2250507,856.7680054,889.9415894,91,6287,455.0827857,404.3533325
17200,7.017,6043.687,4.042,71,1061,961,5437.805176,48940.24658,Cultivated Crops,All areas are prime farmland,Well drained,Not Hydric,silt loam,None,GBER_CONUS_wet_poly,0,3.5,5,0.32,0.32,0.0384005,0.4111286,2164.592041,2234.278565,96,6287,159.5705059,233.5035706
17201,6.954,7008.371,3.992,73,1103,1065,5323.566895,47912.10205,Cultivated Crops,Prime farmland if drained,Poorly drained,All Hydric,clay loam,None,GBER_CONUS_wet_poly,1,1,5,0.24,0.24,0.4888521,0.2411316,1289.089722,1282.897949,91,6287,640.4165671,377.3872375
17203,10.863,12542.21,5.173,73,1103,1065,8932.694336,80394.24902,Cultivated Crops,All areas are prime farmland,Somewhat poorly drained,Not Hydric,loam,None,GBER_CONUS_wet_poly,0,1.5,5,0.24,0.24,0.1525887,0.3694654,3321.86377,3298.310303,96,7561,600.9424442,259.8348694
17204,15.343,7508.511,6.253,73,1103,1065,13069.81055,117628.2949,Cultivated Crops,All areas are prime farmland,Well drained,Not Hydric,fine sandy loam,None,GBER_CONUS_wet_poly,0,3,4.2,0.204,0.204,0.2775873,0.7093136,9422.521484,9264.933594,79,7561,783.4369915,111.3752823
